FEN,Bewertung
2k5/8/1R6/NP2P3/b7/3p4/3K4/8 w - - 0 57,895
2k5/8/2R5/NP2P3/b7/3p4/3K4/8 b - - 1 57,-1032
1k6/8/2R5/NP2P3/b7/3p4/3K4/8 w - - 2 58,1057
1k6/8/3R4/NP2P3/b7/3p4/3K4/8 b - - 3 58,-10000
1k6/8/3R4/Nb2P3/8/3p4/3K4/8 w - - 0 59,10000
1k6/8/1R6/Nb2P3/8/3p4/3K4/8 b - - 1 59,-10000
8/2k5/1R6/Nb2P3/8/3p4/3K4/8 w - - 2 60,10000
8/2k5/8/NR2P3/8/3p4/3K4/8 b - - 0 60,-10000
8/3k4/8/NR2P3/8/3p4/3K4/8 w - - 1 61,10000
8/3k4/8/NR2P3/8/3K4/8/8 b - - 0 61,-10000
8/4k3/8/NR2P3/8/3K4/8/8 w - - 1 62,10000
8/1R2k3/8/N3P3/8/3K4/8/8 b - - 2 62,-10000
8/1R6/4k3/N3P3/8/3K4/8/8 w - - 3 63,10000
8/1R6/4k3/N3P3/3K4/8/8/8 b - - 4 63,-10000
8/1R6/8/N3Pk2/3K4/8/8/8 w - - 5 64,10000
8/1R6/8/N2KPk2/8/8/8/8 b - - 6 64,-10000
8/1R6/6k1/N2KP3/8/8/8/8 w - - 7 65,10000
8/1R6/4P1k1/N2K4/8/8/8/8 b - - 0 65,-10000
8/1R6/4P3/N2K1k2/8/8/8/8 w - - 1 66,10000
8/1R2P3/8/N2K1k2/8/8/8/8 b - - 0 66,-10000
8/1R2P3/8/N2K4/5k2/8/8/8 w - - 1 67,10000
4Q3/1R6/8/N2K4/5k2/8/8/8 b - - 0 67,-10000
4Q3/1R6/8/N2K4/8/5k2/8/8 w - - 1 68,10000
4Q3/5R2/8/N2K4/8/5k2/8/8 b - - 2 68,-10000
4Q3/5R2/8/N2K4/8/8/6k1/8 w - - 3 69,10000
6Q1/5R2/8/N2K4/8/8/6k1/8 b - - 4 69,-10000
6Q1/5R2/8/N2K4/8/8/8/7k w - - 5 70,10000
6Q1/7R/8/N2K4/8/8/8/7k b - - 6 70,-10000
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-25
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,40
rnbqkbnr/pppp1ppp/4p3/8/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,-27
rnbqkbnr/ppp2ppp/4p3/3p4/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 3,39
rnbqkbnr/ppp2ppp/4p3/3P4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 0 3,-20
rnbqkbnr/ppp2ppp/8/3p4/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 0 4,16
rnbqkbnr/ppp2ppp/8/3p4/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,-13
rnbqk1nr/ppp2ppp/8/3p4/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,21
rnbqk1nr/ppp2ppp/8/3p4/1b1P4/2NB4/PPP2PPP/R1BQK1NR b KQkq - 2 5,-24
rnbqk2r/ppp2ppp/5n2/3p4/1b1P4/2NB4/PPP2PPP/R1BQK1NR w KQkq - 3 6,21
rnbqk2r/ppp2ppp/5n2/3p4/1b1P4/2NB4/PPP1NPPP/R1BQK2R b KQkq - 4 6,-9
rnbq1rk1/ppp2ppp/5n2/3p4/1b1P4/2NB4/PPP1NPPP/R1BQK2R w KQ - 5 7,13
rnbq1rk1/ppp2ppp/5n2/3p4/1b1P4/2NB4/PPP1NPPP/R1BQ1RK1 b - - 6 7,-19
rnbq1rk1/pp3ppp/2p2n2/3p4/1b1P4/2NB4/PPP1NPPP/R1BQ1RK1 w - - 0 8,21
rnbq1rk1/pp3ppp/2p2n2/3p4/1b1P1B2/2NB4/PPP1NPPP/R2Q1RK1 b - - 1 8,8
rnbq1rk1/pp3ppp/2p5/3p3n/1b1P1B2/2NB4/PPP1NPPP/R2Q1RK1 w - - 2 9,-6
rnbq1rk1/pp3ppp/2p5/3pB2n/1b1P4/2NB4/PPP1NPPP/R2Q1RK1 b - - 3 9,33
rnbq1rk1/pp4pp/2p2p2/3pB2n/1b1P4/2NB4/PPP1NPPP/R2Q1RK1 w - - 0 10,46
rnbq1rk1/pp4pp/2p2p2/3p3n/1b1P4/2NB2B1/PPP1NPPP/R2Q1RK1 b - - 1 10,7
rnbq1rk1/pp4pp/2p2p2/3p4/1b1P4/2NB2n1/PPP1NPPP/R2Q1RK1 w - - 0 11,-8
rnbq1rk1/pp4pp/2p2p2/3p4/1b1P4/2NB2P1/PPP1N1PP/R2Q1RK1 b - - 0 11,5
rnbq1rk1/pp4pp/2pb1p2/3p4/3P4/2NB2P1/PPP1N1PP/R2Q1RK1 w - - 1 12,6
rnbq1rk1/pp4pp/2pb1p2/3p4/3P4/2NB2P1/PPPQN1PP/R4RK1 b - - 2 12,-1
rnbq1rk1/p5pp/2pb1p2/1p1p4/3P4/2NB2P1/PPPQN1PP/R4RK1 w - - 0 13,21
rnbq1rk1/p5pp/2pb1p2/1p1p4/3P4/2NB2P1/PPPQN1PP/4RRK1 b - - 1 13,-4
r1bq1rk1/p5pp/n1pb1p2/1p1p4/3P4/2NB2P1/PPPQN1PP/4RRK1 w - - 2 14,2
r1bq1rk1/p5pp/n1pb1p2/1p1p4/P2P4/2NB2P1/1PPQN1PP/4RRK1 b - - 0 14,8
r1bq1rk1/p5pp/n1pb1p2/3p4/Pp1P4/2NB2P1/1PPQN1PP/4RRK1 w - - 0 15,-5
r1bq1rk1/p5pp/n1pb1p2/3p4/Pp1P4/3B2P1/NPPQN1PP/4RRK1 b - - 1 15,2
1rbq1rk1/p5pp/n1pb1p2/3p4/Pp1P4/3B2P1/NPPQN1PP/4RRK1 w - - 2 16,-16
1rbq1rk1/p5pp/n1pb1p2/3p4/Pp1P4/3B2P1/NPPQN1PP/4RR1K b - - 3 16,30
1rbq1rk1/p5pp/n1pb4/3p1p2/Pp1P4/3B2P1/NPPQN1PP/4RR1K w - - 0 17,-27
1rbq1rk1/p5pp/n1pb4/3p1p2/Pp1P4/3B2P1/1PPQN1PP/2N1RR1K b - - 1 17,62
1rb2rk1/p5pp/n1pb1q2/3p1p2/Pp1P4/3B2P1/1PPQN1PP/2N1RR1K w - - 2 18,47
1rb2rk1/p5pp/n1pb1q2/3p1p2/Pp1P4/1N1B2P1/1PPQN1PP/4RR1K b - - 3 18,-45
1rb2rk1/p1n3pp/2pb1q2/3p1p2/Pp1P4/1N1B2P1/1PPQN1PP/4RR1K w - - 4 19,50
1rb2rk1/p1n3pp/2pb1q2/3p1p2/Pp1P4/1N1B2P1/1PPQ2PP/4RRNK b - - 5 19,-36
1rb2rk1/p1n4p/2pb1qp1/3p1p2/Pp1P4/1N1B2P1/1PPQ2PP/4RRNK w - - 0 20,52
1rb2rk1/p1n4p/2pb1qp1/3p1p2/Pp1P4/1N1B1NP1/1PPQ2PP/4RR1K b - - 1 20,-54
1rb2rk1/p6p/2pbnqp1/3p1p2/Pp1P4/1N1B1NP1/1PPQ2PP/4RR1K w - - 2 21,51
1rb2rk1/p6p/2pbnqp1/3pNp2/Pp1P4/1N1B2P1/1PPQ2PP/4RR1K b - - 3 21,-43
1rb2rk1/p6p/2p1nqp1/3pbp2/Pp1P4/1N1B2P1/1PPQ2PP/4RR1K w - - 0 22,113
1rb2rk1/p6p/2p1nqp1/3pRp2/Pp1P4/1N1B2P1/1PPQ2PP/5R1K b - - 0 22,-128
1r3rk1/p2b3p/2p1nqp1/3pRp2/Pp1P4/1N1B2P1/1PPQ2PP/5R1K w - - 1 23,113
1r3rk1/p2b3p/2p1nqp1/3pRp2/Pp1P4/1N1B2P1/1PPQ2PP/4R2K b - - 2 23,-103
1r2r1k1/p2b3p/2p1nqp1/3pRp2/Pp1P4/1N1B2P1/1PPQ2PP/4R2K w - - 3 24,119
1r2r1k1/p2b3p/2p1nqp1/3pRp2/Pp1P4/1N1BQ1P1/1PP3PP/4R2K b - - 4 24,-106
r3r1k1/p2b3p/2p1nqp1/3pRp2/Pp1P4/1N1BQ1P1/1PP3PP/4R2K w - - 5 25,156
r3r1k1/p2b3p/2p1nqp1/P2pRp2/1p1P4/1N1BQ1P1/1PP3PP/4R2K b - - 0 25,-107
2r1r1k1/p2b3p/2p1nqp1/P2pRp2/1p1P4/1N1BQ1P1/1PP3PP/4R2K w - - 1 26,178
2r1r1k1/p2b3p/2p1nqp1/P2pRp2/1p1P4/1N1BQ1P1/1PP3PP/4R1K1 b - - 2 26,-157
2r1r1k1/p2b4/2p1nqp1/P2pRp1p/1p1P4/1N1BQ1P1/1PP3PP/4R1K1 w - - 0 27,153
2r1r1k1/p2b4/2p1nqp1/P2pRp1p/1pPP4/1N1BQ1P1/1P4PP/4R1K1 b - c3 0 27,-123
2r1r1k1/p2b4/2p1nqp1/P2pRp1p/3P4/1NpBQ1P1/1P4PP/4R1K1 w - - 0 28,109
2r1r1k1/p2b4/2p1nqp1/P2pRp1p/3P4/1NPBQ1P1/6PP/4R1K1 b - - 0 28,-107
1r2r1k1/p2b4/2p1nqp1/P2pRp1p/3P4/1NPBQ1P1/6PP/4R1K1 w - - 1 29,103
1r2r1k1/p2b4/2p1nqp1/P2pRp1p/3P4/1NP1Q1P1/2B3PP/4R1K1 b - - 2 29,-102
1r2r1k1/p2b1q2/2p1n1p1/P2pRp1p/3P4/1NP1Q1P1/2B3PP/4R1K1 w - - 3 30,136
1r2r1k1/p2b1q2/2p1n1p1/P2pRp1p/3P4/2P1Q1P1/2B3PP/2N1R1K1 b - - 4 30,-122
4r1k1/p2b1q2/2p1n1p1/Pr1pRp1p/3P4/2P1Q1P1/2B3PP/2N1R1K1 w - - 5 31,137
4r1k1/p2b1q2/P1p1n1p1/1r1pRp1p/3P4/2P1Q1P1/2B3PP/2N1R1K1 b - - 0 31,-128
4r1k1/p2b1q2/P1p1n1p1/r2pRp1p/3P4/2P1Q1P1/2B3PP/2N1R1K1 w - - 1 32,117
4r1k1/p2b1q2/P1p1n1p1/r2pRp1p/3P4/2PNQ1P1/2B3PP/4R1K1 b - - 2 32,-124
4r1k1/p2b1q2/r1p1n1p1/3pRp1p/3P4/2PNQ1P1/2B3PP/4R1K1 w - - 0 33,126
4r1k1/p2b1q2/r1p1n1p1/3pRp1p/3P4/2PN2P1/2BQ2PP/4R1K1 b - - 1 33,-106
4r3/p2b1q1k/r1p1n1p1/3pRp1p/3P4/2PN2P1/2BQ2PP/4R1K1 w - - 2 34,141
4r3/p2b1q1k/r1p1n1p1/3p1p1p/3P4/2PN2P1/2BQR1PP/4R1K1 b - - 3 34,-122
4r3/p2b2qk/r1p1n1p1/3p1p1p/3P4/2PN2P1/2BQR1PP/4R1K1 w - - 4 35,188
4r3/p2b2qk/r1p1n1p1/3pNp1p/3P4/2P3P1/2BQR1PP/4R1K1 b - - 5 35,-141
4r3/p2b2qk/1rp1n1p1/3pNp1p/3P4/2P3P1/2BQR1PP/4R1K1 w - - 6 36,267
4r3/p2b2qk/1rp1n1p1/3pNp1p/3P4/2P3PP/2BQR1P1/4R1K1 b - - 0 36,-241
4r1k1/p2b2q1/1rp1n1p1/3pNp1p/3P4/2P3PP/2BQR1P1/4R1K1 w - - 1 37,302
4r1k1/p2b2q1/1rp1n1p1/3pNp1p/3P2P1/2P4P/2BQR1P1/4R1K1 b - - 0 37,-290
4rnk1/p2b2q1/1rp3p1/3pNp1p/3P2P1/2P4P/2BQR1P1/4R1K1 w - - 1 38,321
4rnk1/p2N2q1/1rp3p1/3p1p1p/3P2P1/2P4P/2BQR1P1/4R1K1 b - - 0 38,-266
5nk1/p2N2q1/1rp3p1/3p1p1p/3P2P1/2P4P/2BQr1P1/4R1K1 w - - 0 39,274
5nk1/p2N2q1/1rp3p1/3p1p1p/3P2P1/2P4P/2BQR1P1/6K1 b - - 0 39,-267
6k1/p2n2q1/1rp3p1/3p1p1p/3P2P1/2P4P/2BQR1P1/6K1 w - - 0 40,316
6k1/p2n2q1/1rp3p1/3p1P1p/3P4/2P4P/2BQR1P1/6K1 b - - 0 40,-309
6k1/p2n2q1/1rp5/3p1Ppp/3P4/2P4P/2BQR1P1/6K1 w - - 0 41,353
4R1k1/p2n2q1/1rp5/3p1Ppp/3P4/2P4P/2BQ2P1/6K1 b - - 1 41,-330
4Rnk1/p5q1/1rp5/3p1Ppp/3P4/2P4P/2BQ2P1/6K1 w - - 2 42,333
4Rnk1/p5q1/1rp5/3p1Ppp/3P4/2P4P/2B3P1/4Q1K1 b - - 3 42,-369
4Rn1k/p5q1/1rp5/3p1Ppp/3P4/2P4P/2B3P1/4Q1K1 w - - 4 43,536
4Rn1k/p5q1/1rp5/3pQPpp/3P4/2P4P/2B3P1/6K1 b - - 5 43,-559
4Rn1k/p7/1rp5/3pqPpp/3P4/2P4P/2B3P1/6K1 w - - 0 44,558
4Rn1k/p7/1rp5/3pPPpp/8/2P4P/2B3P1/6K1 b - - 0 44,-532
4Rn2/p5k1/1rp5/3pPPpp/8/2P4P/2B3P1/6K1 w - - 1 45,503
4Rn2/p5k1/1rp2P2/3pP1pp/8/2P4P/2B3P1/6K1 b - - 0 45,-544
4Rn2/p4k2/1rp2P2/3pP1pp/8/2P4P/2B3P1/6K1 w - - 1 46,565
5n2/p3Rk2/1rp2P2/3pP1pp/8/2P4P/2B3P1/6K1 b - - 2 46,-581
5nk1/p3R3/1rp2P2/3pP1pp/8/2P4P/2B3P1/6K1 w - - 3 47,572
5nk1/p5R1/1rp2P2/3pP1pp/8/2P4P/2B3P1/6K1 b - - 4 47,-545
5n1k/p5R1/1rp2P2/3pP1pp/8/2P4P/2B3P1/6K1 w - - 5 48,604
5n1k/p7/1rp2P2/3pP1Rp/8/2P4P/2B3P1/6K1 b - - 0 48,-579
7k/p7/1rp1nP2/3pP1Rp/8/2P4P/2B3P1/6K1 w - - 1 49,653
7k/p4P2/1rp1n3/3pP1Rp/8/2P4P/2B3P1/6K1 b - - 0 49,-675
1r5k/p4P2/2p1n3/3pP1Rp/8/2P4P/2B3P1/6K1 w - - 1 50,670
1r5k/p4P2/2p1n3/3pP2R/8/2P4P/2B3P1/6K1 b - - 0 50,-676
1r6/p4Pk1/2p1n3/3pP2R/8/2P4P/2B3P1/6K1 w - - 1 51,683
1r6/p4PkR/2p1n3/3pP3/8/2P4P/2B3P1/6K1 b - - 2 51,-683
1r3k2/p4P1R/2p1n3/3pP3/8/2P4P/2B3P1/6K1 w - - 3 52,692
1r3k1R/p4P2/2p1n3/3pP3/8/2P4P/2B3P1/6K1 b - - 4 52,-690
1r5R/p4k2/2p1n3/3pP3/8/2P4P/2B3P1/6K1 w - - 0 53,685
1R6/p4k2/2p1n3/3pP3/8/2P4P/2B3P1/6K1 b - - 0 53,-684
1R6/p4k2/2p1n3/4P3/3p4/2P4P/2B3P1/6K1 w - - 0 54,687
1R6/p4k2/2p1n3/4P3/3p4/1BP4P/6P1/6K1 b - - 1 54,-670
1R6/p3k3/2p1n3/4P3/3p4/1BP4P/6P1/6K1 w - - 2 55,791
8/pR2k3/2p1n3/4P3/3p4/1BP4P/6P1/6K1 b - - 3 55,-890
3k4/pR6/2p1n3/4P3/3p4/1BP4P/6P1/6K1 w - - 4 56,906
3k4/pR6/2p1B3/4P3/3p4/2P4P/6P1/6K1 b - - 0 56,-956
3k4/pR6/2p1B3/4P3/8/2p4P/6P1/6K1 w - - 0 57,1129
3k4/pR6/2p5/4PB2/8/2p4P/6P1/6K1 b - - 1 57,-10000
3k4/1R6/p1p5/4PB2/8/2p4P/6P1/6K1 w - - 0 58,10000
3k4/1R6/p1p1P3/5B2/8/2p4P/6P1/6K1 b - - 0 58,-10000
2k5/1R6/p1p1P3/5B2/8/2p4P/6P1/6K1 w - - 1 59,10000
2k5/3R4/p1p1P3/5B2/8/2p4P/6P1/6K1 b - - 2 59,-10000
2k5/3R4/p1p1P3/5B2/8/7P/2p3P1/6K1 w - - 0 60,10000
2k5/3R4/p1p1P3/8/8/7P/2B3P1/6K1 b - - 0 60,-10000
2k5/3R4/2p1P3/p7/8/7P/2B3P1/6K1 w - - 0 61,10000
2k5/3R4/2p1P3/p7/B7/7P/6P1/6K1 b - - 1 61,-10000
2k5/3R4/4P3/p1p5/B7/7P/6P1/6K1 w - - 0 62,10000
2k5/3RP3/8/p1p5/B7/7P/6P1/6K1 b - - 0 62,-10000
2k5/3RP3/8/p7/B1p5/7P/6P1/6K1 w - - 0 63,10000
2k1Q3/3R4/8/p7/B1p5/7P/6P1/6K1 b - - 0 63,-10000
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,-22
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,23
rnbqkbnr/ppp1pppp/8/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 1 2,-24
rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,18
rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR b KQkq - 0 3,-23
rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/4P3/PPP2PPP/RN1QKBNR w KQkq - 1 4,22
rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/4PN2/PPP2PPP/RN1QKB1R b KQkq - 2 4,-20
rnbqkb1r/pp3ppp/4pn2/2pp4/3P1B2/4PN2/PPP2PPP/RN1QKB1R w KQkq - 0 5,21
rnbqkb1r/pp3ppp/4pn2/2pp4/3P1B2/2N1PN2/PPP2PPP/R2QKB1R b KQkq - 1 5,4
rnbqkb1r/pp3ppp/4pn2/3p4/2pP1B2/2N1PN2/PPP2PPP/R2QKB1R w KQkq - 0 6,26
rnbqkb1r/pp3ppp/4pn2/3p4/2pP1B2/P1N1PN2/1PP2PPP/R2QKB1R b KQkq - 0 6,-19
rnbqk2r/pp2bppp/4pn2/3p4/2pP1B2/P1N1PN2/1PP2PPP/R2QKB1R w KQkq - 1 7,25
rnbqk2r/pp2bppp/4pn2/3p4/2pP1B2/P1N1PN2/1PP1BPPP/R2QK2R b KQkq - 2 7,5
rnbqk2r/pp2bppp/4p3/3p3n/2pP1B2/P1N1PN2/1PP1BPPP/R2QK2R w KQkq - 3 8,9
rnbqk2r/pp2bppp/4p3/3pB2n/2pP4/P1N1PN2/1PP1BPPP/R2QK2R b KQkq - 4 8,-8
r1bqk2r/pp2bppp/2n1p3/3pB2n/2pP4/P1N1PN2/1PP1BPPP/R2QK2R w KQkq - 5 9,7
r1bqk2r/pp2bppp/2n1p3/3pB2n/2pP4/P1N1PN1P/1PP1BPP1/R2QK2R b KQkq - 0 9,-6
r1bq1rk1/pp2bppp/2n1p3/3pB2n/2pP4/P1N1PN1P/1PP1BPP1/R2QK2R w KQ - 1 10,7
r1bq1rk1/pp2bppp/2n1p3/3pB2n/2pP4/P1N1PN1P/1PP1BPP1/R2Q1RK1 b - - 2 10,-9
r1bq1rk1/1p2bppp/p1n1p3/3pB2n/2pP4/P1N1PN1P/1PP1BPP1/R2Q1RK1 w - - 0 11,11
r1bq1rk1/1p2bppp/p1n1p3/3p3n/2pP4/P1N1PN1P/1PP1BPPB/R2Q1RK1 b - - 1 11,-11
r1bq1rk1/1p2bppp/p1n1pn2/3p4/2pP4/P1N1PN1P/1PP1BPPB/R2Q1RK1 w - - 2 12,11
r1bq1rk1/1p2bppp/p1n1pn2/3pN3/2pP4/P1N1P2P/1PP1BPPB/R2Q1RK1 b - - 3 12,-15
r2q1rk1/1p1bbppp/p1n1pn2/3pN3/2pP4/P1N1P2P/1PP1BPPB/R2Q1RK1 w - - 4 13,17
r2q1rk1/1p1bbppp/p1n1pn2/3pN3/2pP4/P1N1PB1P/1PP2PPB/R2Q1RK1 b - - 5 13,-12
2rq1rk1/1p1bbppp/p1n1pn2/3pN3/2pP4/P1N1PB1P/1PP2PPB/R2Q1RK1 w - - 6 14,9
2rq1rk1/1p1bbppp/p1n1pn2/3pN3/2pP4/P1N1PBBP/1PP2PP1/R2Q1RK1 b - - 7 14,18
2rq1rk1/1p1bbpp1/p1n1pn1p/3pN3/2pP4/P1N1PBBP/1PP2PP1/R2Q1RK1 w - - 0 15,8
2rq1rk1/1p1bbpp1/p1n1pn1p/3pN3/2pP4/P1N1PBBP/1PP2PP1/R2QR1K1 b - - 1 15,20
2rqbrk1/1p2bpp1/p1n1pn1p/3pN3/2pP4/P1N1PBBP/1PP2PP1/R2QR1K1 w - - 2 16,20
2rqbrk1/1p2bpp1/p1n1pn1p/3pN3/2pPP3/P1N2BBP/1PP2PP1/R2QR1K1 b - - 0 16,-21
2rqbrk1/1p2bpp1/p1n1pn1p/4N3/2pPp3/P1N2BBP/1PP2PP1/R2QR1K1 w - - 0 17,26
2rqbrk1/1p2bpp1/p1n1pn1p/4N3/2pPN3/P4BBP/1PP2PP1/R2QR1K1 b - - 0 17,-27
2rqbrk1/1p2bpp1/p1n1p2p/4N3/2pPn3/P4BBP/1PP2PP1/R2QR1K1 w - - 0 18,32
2rqbrk1/1p2bpp1/p1n1p2p/4N3/2pPB3/P5BP/1PP2PP1/R2QR1K1 b - - 0 18,-21
2rqbrk1/1p2bpp1/p3p2p/4n3/2pPB3/P5BP/1PP2PP1/R2QR1K1 w - - 0 19,22
2rqbrk1/1p2bpp1/p3p2p/4B3/2pPB3/P6P/1PP2PP1/R2QR1K1 b - - 0 19,-22
2rq1rk1/1p2bpp1/p1b1p2p/4B3/2pPB3/P6P/1PP2PP1/R2QR1K1 w - - 1 20,20
2rq1rk1/1p2bpp1/p1b1p2p/4B3/2pPB3/P6P/1PP1QPP1/R3R1K1 b - - 2 20,-1
2rq1rk1/1p2bpp1/p3p2p/4B3/2pPb3/P6P/1PP1QPP1/R3R1K1 w - - 0 21,15
2rq1rk1/1p2bpp1/p3p2p/4B3/2pPQ3/P6P/1PP2PP1/R3R1K1 b - - 0 21,-16
2r2rk1/1p2bpp1/pq2p2p/4B3/2pPQ3/P6P/1PP2PP1/R3R1K1 w - - 1 22,39
2r2rk1/1p2bpp1/pq2p2p/4B3/2pP2Q1/P6P/1PP2PP1/R3R1K1 b - - 2 22,-33
2r2rk1/1p2bp2/pq2p1pp/4B3/2pP2Q1/P6P/1PP2PP1/R3R1K1 w - - 0 23,32
2r2rk1/1p2bp2/pq2p1pp/4B3/2pP4/P6P/1PP1QPP1/R3R1K1 b - - 1 23,10
2r2r2/1p2bp1k/pq2p1pp/4B3/2pP4/P6P/1PP1QPP1/R3R1K1 w - - 2 24,16
2r2r2/1p2bp1k/pq2p1pp/4B3/2pP4/P1P4P/1P2QPP1/R3R1K1 b - - 0 24,-19
2r2r2/1p3p1k/pq2p1pp/4B1b1/2pP4/P1P4P/1P2QPP1/R3R1K1 w - - 1 25,37
2r2r2/1p3p1k/pq2p1pp/4B1b1/2pP4/P1P4P/1P2QPP1/3RR1K1 b - - 2 25,-34
2rr4/1p3p1k/pq2p1pp/4B1b1/2pP4/P1P4P/1P2QPP1/3RR1K1 w - - 3 26,94
2rr4/1p3p1k/pq2p1pp/4B1b1/2pP4/P1P2Q1P/1P3PP1/3RR1K1 b - - 4 26,-69
2r5/1p1r1p1k/pq2p1pp/4B1b1/2pP4/P1P2Q1P/1P3PP1/3RR1K1 w - - 5 27,63
2r5/1p1r1p1k/pq2p1pp/3PB1b1/2p5/P1P2Q1P/1P3PP1/3RR1K1 b - - 0 27,-60
2r5/1p1r1p1k/pq4pp/3pB1b1/2p5/P1P2Q1P/1P3PP1/3RR1K1 w - - 0 28,53
2r5/1p1r1p1k/pq4pp/3RB1b1/2p5/P1P2Q1P/1P3PP1/4R1K1 b - - 0 28,-64
2r5/1p2rp1k/pq4pp/3RB1b1/2p5/P1P2Q1P/1P3PP1/4R1K1 w - - 1 29,58
2r5/1p2rp1k/pq4pp/3RB1b1/2p5/P1P2Q1P/1P3PP1/3R2K1 b - - 2 29,-49
4r3/1p2rp1k/pq4pp/3RB1b1/2p5/P1P2Q1P/1P3PP1/3R2K1 w - - 3 30,44
4r3/1p2rp1k/pq4pp/3RB1b1/2p5/P1P2Q1P/1P3PPK/3R4 b - - 4 30,-36
4r1k1/1p2rp2/pq4pp/3RB1b1/2p5/P1P2Q1P/1P3PPK/3R4 w - - 5 31,48
4r1k1/1p2rp2/pq4pp/3RB1b1/2p5/P1P3QP/1P3PPK/3R4 b - - 6 31,-46
4r1k1/1p2rp2/pq3bpp/3RB3/2p5/P1P3QP/1P3PPK/3R4 w - - 7 32,28
4r1k1/1p2rp2/pq1R1bpp/4B3/2p5/P1P3QP/1P3PPK/3R4 b - - 8 32,-42
4r1k1/1p2rp2/pq1R2pp/4b3/2p5/P1P3QP/1P3PPK/3R4 w - - 0 33,42
4r1k1/1p2rp2/pR4pp/4b3/2p5/P1P3QP/1P3PPK/3R4 b - - 0 33,-40
4r1k1/1p2rp2/pR4pp/8/2p5/P1P3bP/1P3PPK/3R4 w - - 0 34,46
4r1k1/1p2rp2/pR4pp/8/2p5/P1P3KP/1P3PP1/3R4 b - - 0 34,-44
4r1k1/1pr2p2/pR4pp/8/2p5/P1P3KP/1P3PP1/3R4 w - - 1 35,41
4r1k1/1pr2p2/pR4pp/8/2p5/P1P2K1P/1P3PP1/3R4 b - - 2 35,-39
4rk2/1pr2p2/pR4pp/8/2p5/P1P2K1P/1P3PP1/3R4 w - - 3 36,52
4rk2/1pr2p2/pR4pp/8/P1p5/2P2K1P/1P3PP1/3R4 b - - 0 36,-36
4rk2/1pr2p2/pR4p1/7p/P1p5/2P2K1P/1P3PP1/3R4 w - - 0 37,39
4rk2/1pr2p2/pR4p1/7p/P1p3P1/2P2K1P/1P3P2/3R4 b - - 0 37,-43
5k2/1pr2p2/pR4p1/4r2p/P1p3P1/2P2K1P/1P3P2/3R4 w - - 1 38,37
5k2/1pr2p2/pR4p1/4r2p/P1p2KP1/2P4P/1P3P2/3R4 b - - 2 38,-41
5k2/1pr2p2/pR4p1/r6p/P1p2KP1/2P4P/1P3P2/3R4 w - - 3 39,45
3R1k2/1pr2p2/pR4p1/r6p/P1p2KP1/2P4P/1P3P2/8 b - - 4 39,-41
3R4/1pr2pk1/pR4p1/r6p/P1p2KP1/2P4P/1P3P2/8 w - - 5 40,41
1R6/1pr2pk1/pR4p1/r6p/P1p2KP1/2P4P/1P3P2/8 b - - 6 40,-20
1R6/1pr2pk1/pR4p1/7p/r1p2KP1/2P4P/1P3P2/8 w - - 0 41,17
8/1Rr2pk1/pR4p1/7p/r1p2KP1/2P4P/1P3P2/8 b - - 0 41,-19
8/1r3pk1/pR4p1/7p/r1p2KP1/2P4P/1P3P2/8 w - - 0 42,23
8/1R3pk1/p5p1/7p/r1p2KP1/2P4P/1P3P2/8 b - - 0 42,-20
8/1R3pk1/p5p1/7p/2p2KP1/2P4P/1P3P2/r7 w - - 1 43,19
8/1R3pk1/p5p1/7P/2p2K2/2P4P/1P3P2/r7 b - - 0 43,-18
8/1R3pk1/p7/7p/2p2K2/2P4P/1P3P2/r7 w - - 0 44,20
8/1R3pk1/p7/7p/2p2K2/2P2P1P/1P6/r7 b - - 0 44,-16
8/1R3pk1/p7/7p/2p2K2/2P2P1P/1P6/7r w - - 1 45,16
8/1R3pk1/p7/7p/2p5/2P2PKP/1P6/7r b - - 2 45,-15
8/1R3pk1/p7/7p/2p5/2P2PKP/1P6/4r3 w - - 3 46,22
8/1R3pk1/p7/7p/2p4P/2P2PK1/1P6/4r3 b - - 0 46,-15
8/1R3pk1/p7/4r2p/2p4P/2P2PK1/1P6/8 w - - 1 47,21
