FEN,Bewertung
6k1/p1q2p2/P1p5/1p4Bp/1P2P2P/5pp1/2B2P2/5RK1 b - - 1 51,277
6k1/p1q2p2/P7/1pp3Bp/1P2P2P/5pp1/2B2P2/5RK1 w - - 0 52,-277
6k1/p1q2p2/P7/1pp3Bp/1P2P2P/5pp1/5P2/3B1RK1 b - - 1 52,278
6k1/p1q2p2/P7/1p4Bp/1p2P2P/5pp1/5P2/3B1RK1 w - - 0 53,-305
6k1/p1q2p2/P7/1p4Bp/1p2P2P/5Bp1/5P2/5RK1 b - - 0 53,307
6k1/p1q2p2/P7/1p4Bp/4P2P/1p3Bp1/5P2/5RK1 w - - 0 54,-310
6k1/p1q2p2/P7/1p4BB/4P2P/1p4p1/5P2/5RK1 b - - 0 54,314
6k1/p1q2p2/P7/1p4BB/4P2P/6p1/1p3P2/5RK1 w - - 0 55,-306
6k1/p1q2p2/P4B2/1p5B/4P2P/6p1/1p3P2/5RK1 b - - 1 55,318
6k1/p4p2/P4B2/1pq4B/4P2P/6p1/1p3P2/5RK1 w - - 2 56,-313
6k1/p4B2/P4B2/1pq5/4P2P/6p1/1p3P2/5RK1 b - - 0 56,330
8/p4k2/P4B2/1pq5/4P2P/6p1/1p3P2/5RK1 w - - 0 57,-328
8/p4k2/P7/1pq5/4P2P/6p1/1B3P2/5RK1 b - - 0 57,330
6k1/p7/P7/1pq5/4P2P/6p1/1B3P2/5RK1 w - - 1 58,-320
6k1/p7/P7/1pq5/4P2P/6p1/1B3PK1/5R2 b - - 2 58,334
6k1/p7/P7/1p6/4P2P/6p1/1Bq2PK1/5R2 w - - 3 59,-346
6k1/p7/P7/1p6/4P2P/6p1/2q2PK1/2B2R2 b - - 4 59,350
6k1/p7/P7/1p6/4q2P/6p1/5PK1/2B2R2 w - - 0 60,-352
6k1/p7/P7/1p6/4q2P/6K1/5P2/2B2R2 b - - 0 60,355
6k1/p7/P7/1p6/7P/3q2K1/5P2/2B2R2 w - - 1 61,-356
6k1/p7/P7/1p6/7P/3q4/5PK1/2B2R2 b - - 2 61,357
6k1/p7/P7/8/1p5P/3q4/5PK1/2B2R2 w - - 0 62,-353
6k1/p7/P7/7P/1p6/3q4/5PK1/2B2R2 b - - 0 62,360
6k1/p7/q7/7P/1p6/8/5PK1/2B2R2 w - - 0 63,-349
6k1/p7/q7/7P/1p6/8/5PK1/2B3R1 b - - 1 63,373
8/p6k/q7/7P/1p6/8/5PK1/2B3R1 w - - 2 64,-378
8/p6k/q7/7P/1p6/6K1/5P2/2B3R1 b - - 3 64,381
8/p6k/3q4/7P/1p6/6K1/5P2/2B3R1 w - - 4 65,-397
8/p6k/3q4/7P/1p3B2/6K1/5P2/6R1 b - - 5 65,393
8/p6k/8/7P/1p3B2/3q2K1/5P2/6R1 w - - 6 66,-407
8/p6k/8/7P/1p3B2/3q1PK1/8/6R1 b - - 0 66,433
8/p6k/8/7P/5B2/1p1q1PK1/8/6R1 w - - 0 67,-431
8/p6k/8/7P/5B2/1p1q1PK1/6R1/8 b - - 1 67,443
8/7k/8/p6P/5B2/1p1q1PK1/6R1/8 w - - 0 68,-422
8/7k/8/p6P/8/1p1q1PK1/6R1/2B5 b - - 1 68,443
8/7k/3q4/p6P/8/1p3PK1/6R1/2B5 w - - 2 69,-443
8/7k/3q4/p6P/8/1p3P1K/6R1/2B5 b - - 3 69,465
8/3q3k/8/p6P/8/1p3P1K/6R1/2B5 w - - 4 70,-518
8/3q3k/8/p6P/6R1/1p3P1K/8/2B5 b - - 5 70,541
8/7k/8/p6P/6R1/1p3P1K/8/2Bq4 w - - 6 71,-558
8/7k/8/p6P/6R1/Bp3P1K/8/3q4 b - - 7 71,576
8/7k/8/p6P/6R1/Bp3q1K/8/8 w - - 0 72,-587
8/7k/8/p6P/6RK/Bp3q2/8/8 b - - 1 72,575
8/7k/8/p6P/6RK/B4q2/1p6/8 w - - 0 73,-594
8/7k/8/p6P/6RK/5q2/1B6/8 b - - 0 73,573
8/7k/8/p6P/6RK/8/1B3q2/8 w - - 1 74,-583
8/7k/8/p5KP/6R1/8/1B3q2/8 b - - 2 74,583
8/7k/8/p5KP/6R1/8/1q6/8 w - - 0 75,-584
8/7k/7P/p5K1/6R1/8/1q6/8 b - - 0 75,717
8/7k/7P/6K1/p5R1/8/1q6/8 w - - 0 76,-1271
8/7k/7P/8/p5RK/8/1q6/8 b - - 1 76,8024
8/7k/7P/8/p5RK/8/7q/8 w - - 2 77,-3529
8/7k/7P/6K1/p5R1/8/7q/8 b - - 3 77,840
8/7k/7P/6K1/6R1/p7/7q/8 w - - 0 78,-3889
8/7k/7P/6K1/R7/p7/7q/8 b - - 1 78,6993
8/7k/7P/6K1/R7/p7/3q4/8 w - - 2 79,-2094
8/7k/7P/8/R6K/p7/3q4/8 b - - 3 79,5619
8/3q3k/7P/8/R6K/p7/8/8 w - - 4 80,-9985
8/3q3k/7P/8/6RK/p7/8/8 b - - 5 80,9986
8/7k/7P/8/6qK/p7/8/8 w - - 0 81,-9987
8/7k/7P/8/6K1/p7/8/8 b - - 0 81,9988
8/7k/7P/8/6K1/8/p7/8 w - - 0 82,-9989
8/7k/7P/8/8/5K2/p7/8 b - - 1 82,9989
8/7k/7P/8/8/5K2/8/q7 w - - 0 83,-9990
8/7k/7P/8/8/4K3/8/q7 b - - 1 83,9990
8/7k/7P/8/8/4K3/8/3q4 w - - 2 84,-9991
8/7k/7P/8/4K3/8/8/3q4 b - - 3 84,9992
8/8/7k/8/4K3/8/8/3q4 w - - 0 85,-9993
8/8/7k/4K3/8/8/8/3q4 b - - 1 85,9993
8/8/7k/4K3/8/3q4/8/8 w - - 2 86,-9994
8/8/7k/8/5K2/3q4/8/8 b - - 3 86,9994
8/8/7k/8/5K2/8/4q3/8 w - - 4 87,-9995
8/8/7k/5K2/8/8/4q3/8 b - - 5 87,9995
8/8/7k/5K2/8/4q3/8/8 w - - 6 88,-9996
8/8/5K1k/8/8/4q3/8/8 b - - 7 88,9996
8/8/5K1k/8/4q3/8/8/8 w - - 8 89,-9997
8/5K2/7k/8/4q3/8/8/8 b - - 9 89,9997
8/5K2/7k/4q3/8/8/8/8 w - - 10 90,-9998
5K2/8/7k/4q3/8/8/8/8 b - - 11 90,9998
5K2/8/6k1/4q3/8/8/8/8 w - - 12 91,-9999
6K1/8/6k1/4q3/8/8/8/8 b - - 13 91,9999
6K1/6q1/6k1/8/8/8/8/8 w - - 14 92,-10000
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-23
rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,51
rnbqkbnr/pppp1ppp/4p3/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,-28
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,49
rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR b KQkq - 1 3,-44
rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4,39
rnbqkb1r/ppp2ppp/4pn2/3p2B1/3PP3/2N5/PPP2PPP/R2QKBNR b KQkq - 3 4,-32
rnbqkb1r/ppp2ppp/4pn2/6B1/3Pp3/2N5/PPP2PPP/R2QKBNR w KQkq - 0 5,42
rnbqkb1r/ppp2ppp/4pn2/6B1/3PN3/8/PPP2PPP/R2QKBNR b KQkq - 0 5,-42
rnbqk2r/ppp1bppp/4pn2/6B1/3PN3/8/PPP2PPP/R2QKBNR w KQkq - 1 6,42
rnbqk2r/ppp1bppp/4pB2/8/3PN3/8/PPP2PPP/R2QKBNR b KQkq - 0 6,-40
rnbqk2r/ppp1bp1p/4pp2/8/3PN3/8/PPP2PPP/R2QKBNR w KQkq - 0 7,39
rnbqk2r/ppp1bp1p/4pp2/8/3PN3/5N2/PPP2PPP/R2QKB1R b KQkq - 1 7,-35
rnbqk2r/1pp1bp1p/p3pp2/8/3PN3/5N2/PPP2PPP/R2QKB1R w KQkq - 0 8,43
rnbqk2r/1pp1bp1p/p3pp2/8/3PN3/5NP1/PPP2P1P/R2QKB1R b KQkq - 0 8,-37
rnbqk2r/1pp1bp1p/p3p3/5p2/3PN3/5NP1/PPP2P1P/R2QKB1R w KQkq - 0 9,32
rnbqk2r/1pp1bp1p/p3p3/5p2/3P4/2N2NP1/PPP2P1P/R2QKB1R b KQkq - 1 9,-29
rnbqk2r/2p1bp1p/p3p3/1p3p2/3P4/2N2NP1/PPP2P1P/R2QKB1R w KQkq - 0 10,40
rnbqk2r/2p1bp1p/p3p3/1p3p2/3P4/2N2NP1/PPP2PBP/R2QK2R b KQkq - 1 10,-32
rn1qk2r/1bp1bp1p/p3p3/1p3p2/3P4/2N2NP1/PPP2PBP/R2QK2R w KQkq - 2 11,28
rn1qk2r/1bp1bp1p/p3p3/1p3p2/3P4/2N2NP1/PPP2PBP/R2Q1RK1 b kq - 3 11,-25
rn1q1rk1/1bp1bp1p/p3p3/1p3p2/3P4/2N2NP1/PPP2PBP/R2Q1RK1 w - - 4 12,32
rn1q1rk1/1bp1bp1p/p3p3/1p2Np2/3P4/2N3P1/PPP2PBP/R2Q1RK1 b - - 5 12,-25
rn1q1rk1/2p1bp1p/p3p3/1p2Np2/3P4/2N3P1/PPP2PbP/R2Q1RK1 w - - 0 13,15
rn1q1rk1/2p1bp1p/p3p3/1p2Np2/3P4/2N3P1/PPP2PKP/R2Q1R2 b - - 0 13,-17
1n1q1rk1/r1p1bp1p/p3p3/1p2Np2/3P4/2N3P1/PPP2PKP/R2Q1R2 w - - 1 14,18
1n1q1rk1/r1p1bp1p/p3p3/1p1PNp2/8/2N3P1/PPP2PKP/R2Q1R2 b - - 0 14,-16
1n1q1rk1/r1p1bp1p/p3p3/3PNp2/1p6/2N3P1/PPP2PKP/R2Q1R2 w - - 0 15,4
1n1q1rk1/r1p1bp1p/p3p3/3PNp2/1p6/6P1/PPP1NPKP/R2Q1R2 b - - 1 15,-8
1n1q1rk1/r1p2p1p/p3pb2/3PNp2/1p6/6P1/PPP1NPKP/R2Q1R2 w - - 2 16,2
1n1q1rk1/r1p2p1p/p3pb2/3PNp2/1p3P2/6P1/PPP1N1KP/R2Q1R2 b - - 0 16,-25
1n1q1rk1/1rp2p1p/p3pb2/3PNp2/1p3P2/6P1/PPP1N1KP/R2Q1R2 w - - 1 17,37
1n1q1rk1/1rp2p1p/p3Pb2/4Np2/1p3P2/6P1/PPP1N1KP/R2Q1R2 b - - 0 17,-23
1n1q1rk1/1rp4p/p3pb2/4Np2/1p3P2/6P1/PPP1N1KP/R2Q1R2 w - - 0 18,16
1n1q1rk1/1rp4p/p3pb2/4Np2/1p1N1P2/6P1/PPP3KP/R2Q1R2 b - - 1 18,-24
1n1q1rk1/1rp4p/p3p3/4bp2/1p1N1P2/6P1/PPP3KP/R2Q1R2 w - - 0 19,16
1n1q1rk1/1rp4p/p3p3/4Pp2/1p1N4/6P1/PPP3KP/R2Q1R2 b - - 0 19,-18
1n3rk1/1rp4p/p3p3/3qPp2/1p1N4/6P1/PPP3KP/R2Q1R2 w - - 1 20,24
1n3rk1/1rp4p/p3p3/3qPp2/1p1N4/6PK/PPP4P/R2Q1R2 b - - 2 20,-24
1n3rk1/2p4p/pr2p3/3qPp2/1p1N4/6PK/PPP4P/R2Q1R2 w - - 3 21,23
1n3rk1/2p4p/pr2p3/3qPp2/1p6/5NPK/PPP4P/R2Q1R2 b - - 4 21,-19
1n3rk1/2p4p/pr2p3/4Pp2/1p6/5NPK/PPP4P/R2q1R2 w - - 0 22,30
1n3rk1/2p4p/pr2p3/4Pp2/1p6/5NPK/PPP4P/3R1R2 b - - 0 22,-37
1n3rk1/2p4p/p3p3/1r2Pp2/1p6/5NPK/PPP4P/3R1R2 w - - 1 23,38
1n3rk1/2p4p/p3p3/1r2Pp2/1p1N4/6PK/PPP4P/3R1R2 b - - 2 23,-35
1n3rk1/2p4p/p3p3/4rp2/1p1N4/6PK/PPP4P/3R1R2 w - - 0 24,34
1n3rk1/2p4p/p3p3/4rp2/1p1N4/6PK/PPP4P/4RR2 b - - 1 24,-43
1n3rk1/2p4p/p3p3/5p2/1p1N4/6PK/PPP4P/4rR2 w - - 0 25,40
1n3rk1/2p4p/p3p3/5p2/1p1N4/6PK/PPP4P/4R3 b - - 0 25,-39
1n1r2k1/2p4p/p3p3/5p2/1p1N4/6PK/PPP4P/4R3 w - - 1 26,36
1n1r2k1/2p4p/p3N3/5p2/1p6/6PK/PPP4P/4R3 b - - 0 26,-39
1n4k1/2p4p/p3N3/5p2/1p6/6PK/PPPr3P/4R3 w - - 1 27,29
1n4k1/2p4p/p7/5p2/1p3N2/6PK/PPPr3P/4R3 b - - 2 27,-21
6k1/2p4p/p1n5/5p2/1p3N2/6PK/PPPr3P/4R3 w - - 3 28,19
6k1/2p4p/p1n5/5p2/1p3N2/6PK/PPPrR2P/8 b - - 4 28,-9
6k1/2p4p/p1n5/5p2/1p3N2/6PK/PPP1r2P/8 w - - 0 29,12
6k1/2p4p/p1n5/5p2/1p6/6PK/PPP1N2P/8 b - - 0 29,-17
8/2p3kp/p1n5/5p2/1p6/6PK/PPP1N2P/8 w - - 1 30,11
8/2p3kp/p1n5/5p2/1p5K/6P1/PPP1N2P/8 b - - 2 30,-9
8/2p4p/p1n4k/5p2/1p5K/6P1/PPP1N2P/8 w - - 3 31,6
8/2p4p/p1n4k/5p2/1p4PK/8/PPP1N2P/8 b - - 0 31,-6
8/2p4p/p1n4k/8/1p4pK/8/PPP1N2P/8 w - - 0 32,7
8/2p4p/p1n4k/8/1p4K1/8/PPP1N2P/8 b - - 0 32,-6
8/2p4p/2n4k/p7/1p4K1/8/PPP1N2P/8 w - - 0 33,5
8/2p4p/2n4k/p7/1p4K1/2P5/PP2N2P/8 b - - 0 33,-6
8/2p4p/2n4k/p7/6K1/2p5/PP2N2P/8 w - - 0 34,1
8/2p4p/2n4k/p7/6K1/2N5/PP5P/8 b - - 0 34,-3
8/2p4p/2n3k1/p7/6K1/2N5/PP5P/8 w - - 1 35,1
8/2p4p/2n3k1/p7/6K1/1PN5/P6P/8 b - - 0 35,0
8/2p4p/6k1/p7/1n4K1/1PN5/P6P/8 w - - 1 36,0
8/2p4p/6k1/p7/1n4KP/1PN5/P7/8 b - - 0 36,0
8/2p4p/6k1/p7/6KP/1PNn4/P7/8 w - - 1 37,0
8/2p4p/6k1/p7/6KP/1P1n4/P3N3/8 b - - 2 37,0
8/2p4p/7k/p7/6KP/1P1n4/P3N3/8 w - - 3 38,0
8/2p4p/7k/p6P/6K1/1P1n4/P3N3/8 b - - 0 38,0
8/2p4p/7k/p3n2P/6K1/1P6/P3N3/8 w - - 1 39,0
8/2p4p/7k/p3nK1P/8/1P6/P3N3/8 b - - 2 39,0
8/2p4p/7k/p4K1P/8/1P1n4/P3N3/8 w - - 3 40,0
8/2p4p/7k/p6P/6K1/1P1n4/P3N3/8 b - - 4 40,0
8/2p4p/7k/p3n2P/6K1/1P6/P3N3/8 w - - 5 41,0
8/2p4p/7k/p3n2P/7K/1P6/P3N3/8 b - - 6 41,0
8/2p4p/7k/p6P/7K/1P3n2/P3N3/8 w - - 7 42,0
8/2p4p/7k/p6P/8/1P3nK1/P3N3/8 b - - 8 42,0
8/2p4p/7k/p3n2P/8/1P4K1/P3N3/8 w - - 9 43,0
8/2p4p/7k/p3n2P/7K/1P6/P3N3/8 b - - 10 43,0
8/2p4p/7k/p6P/7K/1P3n2/P3N3/8 w - - 11 44,0
8/2p4p/7k/p6P/8/1P3nK1/P3N3/8 b - - 12 44,0
8/2p4p/7k/p3n2P/8/1P4K1/P3N3/8 w - - 13 45,0
8/2p4p/7k/p3n2P/5K2/1P6/P3N3/8 b - - 14 45,0
8/2pn3p/7k/p6P/5K2/1P6/P3N3/8 w - - 15 46,0
8/2pn3p/7k/p6P/5K2/1P4N1/P7/8 b - - 16 46,0
8/2p4p/5n1k/p6P/5K2/1P4N1/P7/8 w - - 17 47,0
8/2p4p/5n1k/p6P/P4K2/1P4N1/8/8 b - - 0 47,0
8/2pn3p/7k/p6P/P4K2/1P4N1/8/8 w - - 1 48,0
8/2pn3p/7k/p6P/P5K1/1P4N1/8/8 b - - 2 48,0
8/2p4p/7k/p3n2P/P5K1/1P4N1/8/8 w - - 3 49,0
8/2p4p/7k/p3n2P/P6K/1P4N1/8/8 b - - 4 49,0
8/2p4p/7k/p6P/P6K/1P3nN1/8/8 w - - 5 50,0
8/2p4p/7k/p6P/P5K1/1P3nN1/8/8 b - - 6 50,0
8/2p4p/7k/p3n2P/P5K1/1P4N1/8/8 w - - 7 51,0
8/2p4p/7k/p3nK1P/P7/1P4N1/8/8 b - - 8 51,0
8/2pn3p/7k/p4K1P/P7/1P4N1/8/8 w - - 9 52,0
8/2pn3p/7k/p6P/P5K1/1P4N1/8/8 b - - 10 52,0
8/2p4p/7k/p3n2P/P5K1/1P4N1/8/8 w - - 11 53,0
8/2p4p/7k/p3nK1P/P7/1P4N1/8/8 b - - 12 53,0
8/2p4p/7k/p4K1P/P7/1P3nN1/8/8 w - - 13 54,0
8/2p4p/7k/p6P/P5K1/1P3nN1/8/8 b - - 14 54,0
8/2p4p/7k/p3n2P/P5K1/1P4N1/8/8 w - - 15 55,0
8/2p4p/7k/p3n2P/P6K/1P4N1/8/8 b - - 16 55,0
8/2p4p/7k/p6P/P6K/1P3nN1/8/8 w - - 17 56,0
8/2p4p/7k/p6P/P5K1/1P3nN1/8/8 b - - 18 56,0
8/2p4p/7k/p3n2P/P5K1/1P4N1/8/8 w - - 19 57,0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-35
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,34
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-37
rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,43
rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-48
rnbqkb1r/pp2pppp/3p1n2/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,30
rnbqkb1r/pp2pppp/3p1n2/2p5/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 4,-40
rnbqkb1r/pp2pppp/3p1n2/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5,33
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 5,-34
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,36
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N1B3/PPP2PPP/R2QKB1R b KQkq - 1 6,-33
rnbqkb1r/1p3ppp/p2p1n2/4p3/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq - 0 7,36
rnbqkb1r/1p3ppp/p2p1n2/4p3/4P3/1NN1B3/PPP2PPP/R2QKB1R b KQkq - 1 7,-36
rnbqk2r/1p2bppp/p2p1n2/4p3/4P3/1NN1B3/PPP2PPP/R2QKB1R w KQkq - 2 8,25
rnbqk2r/1p2bppp/p2p1n2/4p3/4P3/1NN1BP2/PPP3PP/R2QKB1R b KQkq - 0 8,-29
rn1qk2r/1p2bppp/p2pbn2/4p3/4P3/1NN1BP2/PPP3PP/R2QKB1R w KQkq - 1 9,35
rn1qk2r/1p2bppp/p2pbn2/4p3/4P3/1NN1BP2/PPPQ2PP/R3KB1R b KQkq - 2 9,-32
rn1qk2r/1p2bpp1/p2pbn2/4p2p/4P3/1NN1BP2/PPPQ2PP/R3KB1R w KQkq - 0 10,35
rn1qk2r/1p2bpp1/p2pbn2/3Np2p/4P3/1N2BP2/PPPQ2PP/R3KB1R b KQkq - 1 10,-39
rn1qk2r/1p2bpp1/p2pb3/3np2p/4P3/1N2BP2/PPPQ2PP/R3KB1R w KQkq - 0 11,30
rn1qk2r/1p2bpp1/p2pb3/3Pp2p/8/1N2BP2/PPPQ2PP/R3KB1R b KQkq - 0 11,-30
rn1qk2r/1p2bpp1/p2p4/3Ppb1p/8/1N2BP2/PPPQ2PP/R3KB1R w KQkq - 1 12,37
rn1qk2r/1p2bpp1/p2p4/3Ppb1p/8/1N2BP2/PPPQB1PP/R3K2R b KQkq - 2 12,-38
rn1qk2r/1p3pp1/p2p4/3Ppb1p/7b/1N2BP2/PPPQB1PP/R3K2R w KQkq - 3 13,30
rn1qk2r/1p3pp1/p2p4/3Ppb1p/7b/1N2BPP1/PPPQB2P/R3K2R b KQkq - 0 13,-28
rn1qk2r/1p2bpp1/p2p4/3Ppb1p/8/1N2BPP1/PPPQB2P/R3K2R w KQkq - 1 14,37
rn1qk2r/1p2bpp1/p2p4/3Ppb1p/8/1N1BBPP1/PPPQ3P/R3K2R b KQkq - 2 14,-34
rn1qk2r/1p2bpp1/p2p4/3Pp2p/8/1N1bBPP1/PPPQ3P/R3K2R w KQkq - 0 15,40
rn1qk2r/1p2bpp1/p2p4/3Pp2p/8/1N1QBPP1/PPP4P/R3K2R b KQkq - 0 15,-40
r2qk2r/1p1nbpp1/p2p4/3Pp2p/8/1N1QBPP1/PPP4P/R3K2R w KQkq - 1 16,33
r2qk2r/1p1nbpp1/p2p4/3Pp2p/8/1N1QBPP1/PPP4P/2KR3R b kq - 2 16,-40
2rqk2r/1p1nbpp1/p2p4/3Pp2p/8/1N1QBPP1/PPP4P/2KR3R w k - 3 17,36
2rqk2r/1p1nbpp1/p2p4/3Pp2p/8/1N1QBPP1/PPP4P/1K1R3R b k - 4 17,-44
2rq1rk1/1p1nbpp1/p2p4/3Pp2p/8/1N1QBPP1/PPP4P/1K1R3R w - - 5 18,46
2rq1rk1/1p1nbpp1/p2p4/3Pp2p/6P1/1N1QBP2/PPP4P/1K1R3R b - - 0 18,-47
2rq1rk1/1p1nbpp1/p2p4/3Pp3/6p1/1N1QBP2/PPP4P/1K1R3R w - - 0 19,52
2rq1rk1/1p1nbpp1/p2p4/3Pp3/6P1/1N1QB3/PPP4P/1K1R3R b - - 0 19,-43
2rq1rk1/1p1n1pp1/p2p4/3Pp1b1/6P1/1N1QB3/PPP4P/1K1R3R w - - 1 20,48
2rq1rk1/1p1n1pp1/p2p4/3Pp1b1/6P1/3QB3/PPPN3P/1K1R3R b - - 2 20,-47
2rq1rk1/3n1pp1/p2p4/1p1Pp1b1/6P1/3QB3/PPPN3P/1K1R3R w - - 0 21,38
2rq1rk1/3n1pp1/p2p4/1p1Pp1b1/6P1/3QB3/PPPN3P/1K1R1R2 b - - 1 21,-33
2rq1rk1/3n1pp1/p2p4/1p1Pp3/6P1/3Qb3/PPPN3P/1K1R1R2 w - - 0 22,37
2rq1rk1/3n1pp1/p2p4/1p1Pp3/6P1/4Q3/PPPN3P/1K1R1R2 b - - 0 22,-41
2rq1rk1/5pp1/p2p1n2/1p1Pp3/6P1/4Q3/PPPN3P/1K1R1R2 w - - 1 23,38
2rq1rk1/5pp1/p2p1n2/1p1Pp3/6P1/5Q2/PPPN3P/1K1R1R2 b - - 2 23,-31
2r2rk1/2q2pp1/p2p1n2/1p1Pp3/6P1/5Q2/PPPN3P/1K1R1R2 w - - 3 24,30
2r2rk1/2q2pp1/p2p1n2/1p1Pp3/6P1/2P2Q2/PP1N3P/1K1R1R2 b - - 0 24,-34
2r2rk1/2q2pp1/p2p1n2/3Pp3/1p4P1/2P2Q2/PP1N3P/1K1R1R2 w - - 0 25,33
2r2rk1/2q2pp1/p2p1n2/3Pp3/1pP3P1/5Q2/PP1N3P/1K1R1R2 b - - 0 25,-31
2r2rk1/2q2pp1/p2p1n2/3P4/1pP1p1P1/5Q2/PP1N3P/1K1R1R2 w - - 0 26,34
2r2rk1/2q2pp1/p2p1n2/3P4/1pP1p1P1/8/PP1NQ2P/1K1R1R2 b - - 1 26,-42
2r1r1k1/2q2pp1/p2p1n2/3P4/1pP1p1P1/8/PP1NQ2P/1K1R1R2 w - - 2 27,39
2r1r1k1/2q2pp1/p2p1n2/3P2P1/1pP1p3/8/PP1NQ2P/1K1R1R2 b - - 0 27,-40
2r1r1k1/2qn1pp1/p2p4/3P2P1/1pP1p3/8/PP1NQ2P/1K1R1R2 w - - 1 28,58
2r1r1k1/2qn1pp1/p2p4/3P2P1/1pP1pR2/8/PP1NQ2P/1K1R4 b - - 2 28,-56
2r1r1k1/2qn1pp1/p2p4/3P2P1/1pP2R2/4p3/PP1NQ2P/1K1R4 w - - 0 29,41
2r1r1k1/2qn1pp1/p2p4/3P2P1/1pP1NR2/4p3/PP2Q2P/1K1R4 b - - 1 29,-39
2r1rnk1/2q2pp1/p2p4/3P2P1/1pP1NR2/4p3/PP2Q2P/1K1R4 w - - 2 30,23
2r1rnk1/2q2pp1/p2p4/3P2P1/1pP1NR1P/4p3/PP2Q3/1K1R4 b - - 0 30,-38
2r1r1k1/2q2pp1/p2p2n1/3P2P1/1pP1NR1P/4p3/PP2Q3/1K1R4 w - - 1 31,64
2r1r1k1/2q2pp1/p2p2n1/3P2P1/1pP1N1RP/4p3/PP2Q3/1K1R4 b - - 2 31,-72
2r1r1k1/2q2pp1/3p2n1/p2P2P1/1pP1N1RP/4p3/PP2Q3/1K1R4 w - - 0 32,65
2r1r1k1/2q2pp1/3p2n1/p1PP2P1/1p2N1RP/4p3/PP2Q3/1K1R4 b - - 0 32,-80
2r1r1k1/2q2pp1/6n1/p1pP2P1/1p2N1RP/4p3/PP2Q3/1K1R4 w - - 0 33,85
2r1r1k1/2q2pp1/6n1/p1pP2PP/1p2N1R1/4p3/PP2Q3/1K1R4 b - - 0 33,-54
2r1r1k1/2q2pp1/8/p1pPn1PP/1p2N1R1/4p3/PP2Q3/1K1R4 w - - 1 34,55
2r1r1k1/2q2pp1/8/p1pPn1PP/1p2N2R/4p3/PP2Q3/1K1R4 b - - 2 34,-62
2r1r1k1/4qpp1/8/p1pPn1PP/1p2N2R/4p3/PP2Q3/1K1R4 w - - 3 35,86
2r1r1k1/4qpp1/8/p1pPn1PP/1p2N2R/4Q3/PP6/1K1R4 b - - 0 35,-166
2r1r1k1/4qpp1/8/p2Pn1PP/1pp1N2R/4Q3/PP6/1K1R4 w - - 0 36,238
2r1r1k1/4qpp1/8/p2Pn1PP/1pp1N2R/4Q3/PP6/1K4R1 b - - 1 36,-277
2rr2k1/4qpp1/8/p2Pn1PP/1pp1N2R/4Q3/PP6/1K4R1 w - - 2 37,261
2rr2k1/4qpp1/7P/p2Pn1P1/1pp1N2R/4Q3/PP6/1K4R1 b - - 0 37,-305
2rr2k1/4qpp1/6nP/p2P2P1/1pp1N2R/4Q3/PP6/1K4R1 w - - 1 38,286
2rr2k1/4qpP1/6n1/p2P2P1/1pp1N2R/4Q3/PP6/1K4R1 b - - 0 38,-281
2rr2k1/5pP1/6n1/p2Pq1P1/1pp1N2R/4Q3/PP6/1K4R1 w - - 1 39,283
2rr2k1/5pPR/6n1/p2Pq1P1/1pp1N3/4Q3/PP6/1K4R1 b - - 2 39,-279
2r1r1k1/5pPR/6n1/p2Pq1P1/1pp1N3/4Q3/PP6/1K4R1 w - - 3 40,281
2r1r1k1/5pPR/5Nn1/p2Pq1P1/1pp5/4Q3/PP6/1K4R1 b - - 4 40,-291
2r1r1k1/5pPR/5qn1/p2P2P1/1pp5/4Q3/PP6/1K4R1 w - - 0 41,297
